label,text
FAKE,"A six-and-a-half year old disturbing video showing piles of corpses stacked against a wall is being shared with a false claim that it shows COVID-19 deaths at Osmania General Hospital in Hyderabad, Te"
REAL,"NEW DELHI: Hong Kong has again asked Air India not to operate flights there for two weeks starting Sunday (September 20). Like the first suspension last month , this time also the reason is significan"
FAKE,An open letter addressed to Prime Minister Narendra Modi purporting to be from Republic TV founder and Editor-in-Chief Arnab Goswami is at least three years old and is not written by the TV anchor.  T
FAKE,A video claiming to show Rashtriya Swayamsevak Sangh (RSS) members thrashing and tearing the clothes of a senior citizen is false. BOOM found that the disturbing video is from Bangladesh where a 72-ye
REAL,"As the US and China trade blows over technology, Beijing on Saturday moved to create a blacklist of foreign companies seen as threatening its national security or acting against Chinese business inter"
REAL,"No significant mutation of Coronavirus in India, says Harsh Vardhan No significant or drastic mutation in strains of SARS-CoV-2 has been found in India till now, Union minister Harsh Vardhan said on S"
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
REAL,"NEW DELHI: India's total external debt increased by 2.8 per cent to $558.5 billion at the end of March mainly on account of a rise in commercial borrowings, according to a report released by the finan"
REAL,SACH is LIFE | ft. Sachin TENDULKAR & Aakash CHOPRA | SPECIAL Interview | Part 1  1 / 10 IPL 2020 Match 1: Mumbai Indians vs Chennai Super Kings Previous Next Show Captions <p>Mumbai Indians and Chenn
REAL,"No significant mutation of Coronavirus in India, says Harsh Vardhan No significant or drastic mutation in strains of SARS-CoV-2 has been found in India till now, Union minister Harsh Vardhan said on S"
FAKE,"A nearly three year old video of dirty aircraft cabin is being shared falsely with the claim that it is a Air India flight with 'Hajis' - Muslims on pilgrimage to Mecca, Saudi Arabia.  The 52 second v"
REAL,Nashik: The onion traders from Nashik district heaved a sigh of relief after the Union government allowed export of onions that were in transit or stuck at the borders and ports across the country. On
REAL,"Read Also  Be it winning hearts or winning the trophy, it’s not that easy when you are in Bigg Boss house. Trophy winners Sidharth Shukla and Gauahar Khan along with Sher Khan aka Hina Khan feature in"
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
FAKE,"A newspaper clipping claiming that the Bihar Health Department has found Coronavirus in poultry chicken samples it tested, is fake.  BOOM found that no such report was carried by Hindi daily Dainik Ja"
FAKE,A video clip of a Railway Police Force (RPF) constable taking bribe from a woman in Gujarat has resurfaced and is being falsely linked to the recent lockdown and migrant labourers' exodus across the c
FAKE,"Several mainstream Indian news outlets scrambled to save face over the weekend after wrongly attributing an Emirati columnist saying 'Jai Siya Ram' in a two-year old video, to Shaikh Mohammad Bin Zaye"
FAKE,Our website is made possible by displaying online advertisements to our visitors.  Please consider supporting us by disabling your ad blocker. Please reload after ad blocker is disabled.
FAKE,"Mumbai Police on Monday clarified that a policewoman who was seen feeling dizzy and taking the support of a scooter to prop herself did not test positive for COVID-19, after a video of the incident we"
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
REAL,Many things will have to work out to end the coronavirus pandemic. Drug companies will have to develop a safe and effective vaccine. Billions of people will have to consent to vaccination.But there ar
REAL,MUMBAI: Indian carriers that operate the Boeing 737-800 aircraft don’t have the kind of technical problem that forced US airline Southwest to recently ground 130 of these aircraft type The Dallas-base
FAKE,"""I get at least ten calls in a day from people abusing me and the school and wanting to know the name of the teacher who beat the students. When I tell them the videos are fake and not from our school"
REAL,"Read Also  Read Also  Advocate Ishkaran Bhandari recently linked Sushant Singh Rajput and Disha Salian ’s case. According to him, Siddharth Pithani has reportedly stated that Sushant fainted and feare"
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
FAKE,A video of a Bangladesh protest rally against Rohingya persecution in Myanmar has resurfaced on social media with claims that it is from West Bengal. The footage has been overlaid with an audio of an 
FAKE,"A doctored video showing former US President Barack Obama toss away a gift given by First Lady Melania Trump, is viral as a true incident. The video is from 2017, from the sitting US President Donald "
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
FAKE,A graphic video of a man urinating at a cricket ground dressed in the Indian tricolour is being shared with a false claim that the man is a Pakistan national.  The undated video shows the man removing
FAKE,"A still from the 2005 Indian drama Parzania - based on the Gujarat riots, has been shared from multiple Twitter handles with a caption that takes a dig at the Rashtriya Swayamsevak Sangh (RSS)    The "
FAKE,"A viral message claiming that Jio is offering free recharge of ₹498, during the nationwide lockdown due to Coronavirus, is fake. A spokesman for Reliance Industries Ltd confirmed with BOOM that the we"
REAL,SHOPIAN: Hideouts in higher reaches and seeking refuge in local houses are a thing of the past as terrorists in Kashmir valley now dig underground bunkers in dense orchards and even in seasonal stream
FAKE,"A video of clashes between two factions at a religious gathering in Bangladesh's Tongi has resurfaced in the wake of Delhi riots. The video was tweeted by Twitter influencer Madhu Kishwar, with claims"
FAKE,"A picture showing US President Donald Trump allegedly endorsing Narendra Modi is fake, and has been used before to make peddle fake news.  This picture is actually of him holding up a signed pledge in"
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
REAL,A little Rashid magic on @rashidkhan_19's birthday 🎩✨#OrangeArmy #KeepRising #IPL2020 #Dream11IPL https://t.co/TM0P2CAfUQ — SunRisers Hyderabad (@SunRisers) 1600593628000  🚨 ATTENTION #OrangeArmy 🚨Our
REAL,SHOPIAN: Hideouts in higher reaches and seeking refuge in local houses are a thing of the past as terrorists in Kashmir valley now dig underground bunkers in dense orchards and even in seasonal stream
FAKE,An image purporting to show a few samosas kept in a box at an indefinite hunger strike by Bharatiya Janata Party (BJP) spokesperson Tajinder Pal Singh Bagga against the appointment of Kamal Nath as th
FAKE,"A video of policemen roughing up illegal encroachers in Jaipur, Rajasthan has resurfaced with a false claim that the footage is from Assam, where the National Register of Citizens (NRC) has resulted i"
REAL,Dubai (UAE): Ahead of the opening clash against Royal Challengers Bangalore Sunrisers Hyderabad (SRH) skipper David Warner said that 'moving from one bio-bubble to another is quite a challenge'. The o
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,Social media has been rife with reports of the arrest of Dr. Charles Lieber of Harvard University by the United States Department of Justice (DOJ). These posts claim that Lieber was arrested for manuf
FAKE,A video showing an US Army band playing the Indian national anthem during the joint Indo-US military exercise conducted last week was misreported by CNBC Awaaz and CNN News 18 as preparation for Prime
REAL,"NEW DELHI: The Drugs Controller General of India has approved the commercial launch of 'Feluda', the Tata CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats) Covid-19 test, the Council "
FAKE,A video purporting to show school children take a pledge in Tamil to vote against the Bhartiya Janata Party (BJP) is fake.  BOOM received the 53 second video on its WhatsApp helpline number (770090611
FAKE,"A screenshot claiming to show that News18 reported that over 5000 students tested positive for COVID-19 after appearing for a Karnataka state entrance exam for medical, dental and engineering aspirant"
FAKE,"Three people, including a 70-year man, were lynched in Palghar, Maharashtra on Thursday night on suspicions of being thieves. The area, Gadakchinchale village under Kasa Police jurisdiction, is inhabi"
FAKE,A video of a priest reading a verse from the Bible during the 'Sarva Dharma Prarthana' a multi-faith prayer held during the induction ceremony of Rafale jets into the Indian Air Force is being shared 
REAL,"NEW DELHI: Hong Kong has again asked Air India not to operate flights there for two weeks starting Sunday (September 20). Like the first suspension last month , this time also the reason is significan"
REAL,"NEW DELHI: The Drugs Controller General of India has approved the commercial launch of 'Feluda', the Tata CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats) Covid-19 test, the Council "
FAKE,Several Twitter and Facebook users fell for a photoshopped graphic purporting to show that Hindi news channel ABP News questioned whether the Congress party was responsible for India's setback in the 
FAKE,An old video from Kashmir is circulating online with a misleading claim purporting to show unrest in the valley after the abrogation of Articles 370 and 35 A.  BOOM found that the original video was f
REAL,"Read Also  Read Also  Advocate Ishkaran Bhandari recently linked Sushant Singh Rajput and Disha Salian ’s case. According to him, Siddharth Pithani has reportedly stated that Sushant fainted and feare"
FAKE,A set of images showing an artist's creation of Rs 1000 currency notes is viral with a false claim that it is the new currency released by the Reserve Bank of India (RBI).  The two images the front an
REAL,"Bokaro/Dumka: District authorities of Bokaro and Dumka on Saturday said since the twin bypolls are expected to be conducted later this year amid the Covid pandemic, they have put several safety measur"
REAL,A little Rashid magic on @rashidkhan_19's birthday 🎩✨#OrangeArmy #KeepRising #IPL2020 #Dream11IPL https://t.co/TM0P2CAfUQ — SunRisers Hyderabad (@SunRisers) 1600593628000  🚨 ATTENTION #OrangeArmy 🚨Our
FAKE,"Videos of women dancing to the beats of dhaak (a traditional percussion instrument) as part of dhunuchi naach (ritualised dance worship), is viral on social media with claims that it is Trinamul Congr"
FAKE,"A 2017 video of Prime Minister Narendra Modi's rally in Varanasi, Uttar Pradesh is being shared on social media as a recent video of the PM's visit to Karnataka ahead of voting on May 12.  The video s"
REAL,"JAIPUR: It is now quite common that people coming with breathing difficulties are testing negative for Covid-19 by RT-PCR test repeatedly.In most cases, such patients test negative for three times but"
FAKE,A gruesome video of a couple setting themselves on fire in front of a police station in Uttar Pradesh for alleged police apathy is viral on social media with false claims that a Christian couple was b
REAL,A little Rashid magic on @rashidkhan_19's birthday 🎩✨#OrangeArmy #KeepRising #IPL2020 #Dream11IPL https://t.co/TM0P2CAfUQ — SunRisers Hyderabad (@SunRisers) 1600593628000  🚨 ATTENTION #OrangeArmy 🚨Our
FAKE,"Viral messages claiming that tea prepared with different ingredients is a tested cure for COVID-19, the deadly disease caused by the Coronavirus, are false.  The World Health Organization has stated t"
REAL,"NEW DELHI: Hong Kong has again asked Air India not to operate flights there for two weeks starting Sunday (September 20). Like the first suspension last month , this time also the reason is significan"
REAL,"GREATER NOIDA: To woo more technology entrepreneurs to the city, the Greater Noida Authority on Saturday launched as many as 19 plots across Techzone and Knowledge Park sectors. The aim is to attract "
REAL,"NEW DELHI: Companies having not less than 300 workers will soon be allowed to hire and fire workers without seeking prior government permission, with the labour ministry proposing changes to rules in "
REAL,"Don’t need Twitter to explain what @anuragkashyap72 means to many of us. As a woman, am here to share my journey… https://t.co/Fb7IRVaPLj — Guneet Monga (@guneetm) 1600604086000  Read Also  Filmmaker "
FAKE,"Congress leader and member of Parliament Shashi Tharoor recently tweeted an old picture, showing a woman holding an intravenous tube connected to a child's forearm as he defecates, to take a dig at th"
FAKE,"A video showing school children being taught verses from the Quran at a school in Shivamogga, Karnataka is in fact only one video in a two-part clip where the second video shows the same students bein"
FAKE,An informal Facebook fan page named 'I Support Rahul Gandhi' has shared a fake post claiming that Narendra Modi is the 7th most corrupt prime minister in the world in 2018 according to 'BBC News Hub'.
FAKE,Video grab of Nayantara Sehgal hugging Jawaharalal Nehru at London airport in 1955  BJP IT cell head Amit Malviya has once again courted controversy by tweeting a collage of Jawaharlal Nehru images in
REAL,SHOPIAN: Hideouts in higher reaches and seeking refuge in local houses are a thing of the past as terrorists in Kashmir valley now dig underground bunkers in dense orchards and even in seasonal stream
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
FAKE,"Several old images of forest fires from across the world have resurfaced with claims that they are from the recent Uttarakhand forest fires, after news broke out about a forest fire that hit a large a"
FAKE,"On February 20, 2020, major news outlets across the country reported on the discovery of 3350 tonnes of gold deposit, in mines in Uttar Pradesh's Sonbhadra district. According to the news reports, thi"
REAL,"Read Also  Read Also  In the latest episode of Naagin 5 , Veer gets mad at Bani for killing his twin brother. Bani tells him she killed the twin thinking he is Veer, who killed Jay. Veer decides to se"
FAKE,"Two videos of COVID-19 positive patients dancing to Bollywood songs in a quarantine centre in Agartala is being shared with the false claim that it happened at Worli in Mumbai.  In the videos, men can"
FAKE,An eight-year-old picture of Bollywood actor Aamir Khan with two men is viral with false claims that he was photographed with two Lashkar-e-Taiba terrorists.  BOOM found the picture to be of 2012 when
FAKE,"In the wake of the Ayodhya verdict, misinformation about singer Ranu Mondal demanding a part of the disputed Ayodhya land to construct a church is viral on multiple social media platforms.  BOOM found"
REAL,"Payal has accused filmmaker Anurag Kashyap of behaving inappropriately with her in a video that went viral. She maintained her stance while speaking to ETimes and said, “I have wanted to speak about t"
FAKE,A video from Bihar of an angry mob thrashing two women suspected to be child kidnappers is being shared with a false claim that they are Kashmiri women. The video has been edited to add a voice-over g
REAL,"NEW DELHI: Companies having not less than 300 workers will soon be allowed to hire and fire workers without seeking prior government permission, with the labour ministry proposing changes to rules in "
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,Here's a round-up of this week's News You Almost Believed.  News outlets Republic TV and Times of India misreported that Anupam Kher celebrated Ganesh Chaturthi in Uganda after the actor tweeted a one
REAL,Bokaro: State education minister Jargarnath Mahto on Saturday drove down to a private school located in Chas and deposited the tuition fees of his granddaughter whose name has been “struck off the rol
REAL,"JAIPUR: The Excise Department has seized 1,500 cartons of Indian Made Foreign Liquor being smuggled in a truck in Jaipur district , officials said on Sunday. Following a tip-off, an Excise Department "
REAL,"Payal has accused filmmaker Anurag Kashyap of behaving inappropriately with her in a video that went viral. She maintained her stance while speaking to ETimes and said, “I have wanted to speak about t"
REAL,"I feel very good. I did a show called Sasural Simar Ka for 6 years, and for 7 years that was the number one show. Kundali Bhagya, I am doing since past three and a half years, which is again the numbe"
FAKE,"FILE PIC: Yogi Adityanath, CM, Uttar Pradesh  A story on Uttar Pradesh Chief Minister Yogi Adityanath’s comments on the Taj Mahal during his public rally at Darbhanga, Bihar has generated a new contro"
FAKE,"Here’s a round-up of this week’s News You Almost Believed.  Amidst the crisis in Kerala due to floods, fake messages are doing more damage and creating panic among already distressed people. Old image"
REAL,NEW DELHI: Illegal constructions on the Yamuna floodplain in Okhla region are under scanner of the authorities. The Special Task Force (STF) has directed South Delhi Municipal Corporation (SDMC) and D
FAKE,A fake message is circulating on social media claiming Mumbai police has issued a warning to citizens to be careful of a gang who under the guise of being government officials ask for identification d
FAKE,An old video of a group of Muslims burning Pakistan's national flag and chanting anti-Pakistan slogans has gone viral with a misleading claim on social media.  The claim with the video purports to sho
FAKE,A two year old video of a group of men molesting a woman is being circulated on social media with a false claim that a Kashmiri woman was molested in broad daylight  The video is going viral on Facebo
FAKE,Rumours of veteran actor Kader Khan’s death were doing the rounds on the Internet over the weekend. Several websites published articles claiming the actor’s death in Canada after a prolonged illness o
REAL,"Ahead of crucial FATF meet, Pakistan continues to treat 21 dreaded terrorists as VIPs  ISLAMABAD: In a big revelation exposing the double standards of Pakistan, the country, despite the Financial Acti"
FAKE,"A video of a man impersonating a soldier of the Indian Army and making a demand for Khalistan, is viral on Facebook. The Indian Army has issued a clarification on their official Facebook page denying "
REAL,"20:34 (IST) Sep 20  We don't understand, why this hurry? They are not listening to the voice of the farmers. They are not listening to political parties. They are not listening to the voice of the Par"
FAKE,"A photo of a young boy being treated for acid burns is being shared with communal spin that the boy was punished by his school for wearing an Ayyappa mala - a sacred Hindu thread, and was made to clea"
REAL,"जो किसान धरती से सोना उगाता है,मोदी सरकार का घमंड उसे ख़ून के आँसू रुलाता है।राज्यसभा में आज जिस तरह कृषि विधेयक… https://t.co/s3S3Kz3jse — Rahul Gandhi (@RahulGandhi) 1600603677000  NEW DELHI: Congre"
FAKE,A two-year-old photo from Uttar Pradesh is being shared with a false claim that Muslims in Tamil Nadu are flouting lockdown rules during Ramzan to offer night prayers. The picture that shows a large c
REAL,"Leicester City have signed Turkey winger Cengiz Under from Italian club AS Roma on a season-long loan, the Premier League club said on Sunday.Financial details of the deal were not disclosed but Briti"
FAKE,"An image of a young woman bleeding profusely from the head is being shared on Facebook with a false claim that it is from Kashmir.  The Hindi text on the image translates to the following.  ""Where we "
FAKE,"A picture of the late former Prime Minister Rajiv Gandhi flanked by a group of Krishna devotees, is going around with claims falsely linking it to the 1989 foundation stone laying ceremony in Ayodhya "
REAL,"CHANDIGARH: Punjab chief minister Amarinder Singh on Sunday said his government would take the BJP and its allies, including the Akalis, to court over the new “unconstitutional, undemocratic and anti-"
REAL,WASHINGTON: A US judge early Sunday blocked the Commerce Department from requiring Apple Inc and Alphabet Inc's Google to remove Chinese-owned messaging app WeChat for downloads by late Sunday.US Magi
FAKE,"The death of Bollywood actor Sushant Singh Rajput has led to a deluge of conspiracy theories surrounding his demise, with allegations thrown at fellow actors, Bollywood producers, influential families"
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,CLAIM: A WhatsApp message can steal your thumb print by asking you to unlock the message by placing your thumb on the screen. The message scans your thumb impression and will give app owners access to
REAL,40 overs of action and we still do not have a winner. The match is heading to the Super Over. Both sides had the game in their hands at one point or the other but none have been able to latch onto it 
REAL,40 overs of action and we still do not have a winner. The match is heading to the Super Over. Both sides had the game in their hands at one point or the other but none have been able to latch onto it 
REAL,"KOLKATA: Several UGC NET examinations, which will be conducted by the National Testing Agency (NTA), have clashed with the Durga Puja dates. Examinations for subjects like geography, education, Bengal"
FAKE,"An image is being shared on social media, claiming to show a circular by the Ministry of Tourism, announcing the closure of all hotels, restaurants and resorts in the country till October 15, 2020, du"
FAKE,"As tensions between India and Pakistan escalate after India retaliated for the Pulwama attack by an air strike, two satirical tweets by parody accounts of news channels have been taken out of context "
FAKE,"Claim  Two terrorists stormed Gujarat's Ma Ambaji temple. One was killed while the other was caught alive. Watch the video, bravo, Gujarat Police.  Fact  The video is originally of a mock drill that w"
REAL,"PANAJI: A 12-year-old boy with leukemia on Saturday became the youngest in the state to die of Covid-19. The daily bulletin said that Covid was an incidental finding in the boy, who was primarily a ca"
FAKE,"A video falsely linking a Coronavirus-positive patient in the UK to deceased Pakistani doctor - Dr. Osama Riaz, has gone viral on social media.  Doctor Osama Riaz became the first Pakistani doctor to "
REAL,"NEW DELHI: India's total external debt increased by 2.8 per cent to $558.5 billion at the end of March mainly on account of a rise in commercial borrowings, according to a report released by the finan"
FAKE,"The Reserve Bank Of India (RBI) on Thursday rubbished a viral image that shows a proposed list of merged banks, saying that such a list was not released by them. The list shows a proposed set of five "
REAL,"NEW DELHI: The finance ministry on Saturday informed the Lok Sabha that no decision has been taken to discontinue the printing of Rs 2,000 denomination currency notes.In a written reply, minister of s"
FAKE,A photograph of people lying on a street to pay tribute to the lives lost in the Nazi concentration camps has resurfaced with claims that they are dead bodies of those infected with the Coronavirus in
REAL,"Heated debate on farm bills in Rajya Sabha; oppn members tear papers, heckle presiding officer The Rajya Sabha witnessed unprecedented scenes during the debate on agriculture bills as opposition membe"
REAL,"20:34 (IST) Sep 20  We don't understand, why this hurry? They are not listening to the voice of the farmers. They are not listening to political parties. They are not listening to the voice of the Par"
REAL,"NEW DELHI: Companies having not less than 300 workers will soon be allowed to hire and fire workers without seeking prior government permission, with the labour ministry proposing changes to rules in "
REAL,"Delhi: A high-level meeting underway at residence of Rajya Sabha Chairman, Venkaiah Naidu, over the ruckus created… https://t.co/OfoRpOwd4b — ANI (@ANI) 1600599438000  A watershed moment in the histor"
FAKE,"REUTERS/Steve Marcus  A tsunami of fake news and fake posts on social media following the deadly mass shooting in Las Vegas on October 1st exacerbated the attack by causing panic, spreading disinforma"
REAL,"Read Also  Read Also  After accusing Anurag Kashyap of sexually harassing her back in 2014, actress Payal Ghosh has now decided to file a police complaint against the filmmaker at Oshiwara Police Stat"
FAKE,"A video from Jharkhand where police can be seen heavily cracking down on Anganwadi workers is being falsely shared on social media as proof of police excesses in Assam, in wake of violent protests in "
REAL,"No significant mutation of Coronavirus in India, says Harsh Vardhan No significant or drastic mutation in strains of SARS-CoV-2 has been found in India till now, Union minister Harsh Vardhan said on S"
FAKE,1. Video Shows Chinese Policemen Killing Coronavirus Patients      Three unrelated videos including one showing armed police personnel and another clip showing medical professionals tend to a number o
REAL,WASHINGTON: A US judge early Sunday blocked the Commerce Department from requiring Apple Inc and Alphabet Inc's Google to remove Chinese-owned messaging app WeChat for downloads by late Sunday.US Magi
REAL,"MUMBAI: Media educator Jane Swamy (86) died at her home in Prabhadevi on Friday. Known for remarkable work in mass media education, Swamy was a mentor to many media professionals who graduated from th"
FAKE,"Social media has taken Cadbury's tagline ""Kuch meetha ho jaaye"" a little too seriously. Messages suggesting Cadbury is giving out free hampers on its anniversary have been circulating on social media "
FAKE,An old video that allegedly shows refugees illegally crossing the India-Bangladesh border is being shared on social media with claims that Bangladeshi Hindus are coming to India after the Citizenship 
REAL,"Japanese director Naomi Kawase and actor Geraldine Chaplin are set to star in Palme d'Or winning producer Luis Minarro's next directorial, tentatively titled ' Impalpable '. This will be Minarro's fif"
FAKE,"A viral video where a homeopathic practitioner claims that the Food and Drug Administration (FDA) in the US permits the presence of cockroaches in chocolates, is misleading as it exaggerates the FDA's"
FAKE,An old video of an injured truck driver from Kashmir is viral on social media with a misleading claim that he was beaten up in Udhampur by locals anrgy about the attack on para military personnel in P
REAL,"NEW DELHI/KOLKATA/BAHARAMPUR/KOCHI: National Investigation Agency (NIA) on Saturday busted a “Pakistan-sponsored, al-Qaida module” operating out of West Bengal and Kerala , arresting nine persons for "
REAL,"NEW DELHI: The Drugs Controller General of India has approved the commercial launch of 'Feluda', the Tata CRISPR (Clustered Regularly Interspaced Short Palindromic Repeats) Covid-19 test, the Council "
FAKE,A video of a girl reciting a poem 'Suna tha ke behad sunehri hai Delhi...' has resurfaced as that of the eight-year old Kathua rape victim. People are also sharing it as the deceased's last song. But 
REAL,"DUBAI: Prolific Australia opener David Warner wants to see ""at least 25 per cent crowds"" inside the stadiums when they host Virat Kohli 's India in a high-profile tour later this year.Warner said he w"
FAKE,"A photo purporting to show a television news graphic about a pan India ban on alcohol, is morphed and fake.  The social media post has used a template of Hindi news channel Aaj Tak along with a photo "
FAKE,A series of old and misleading videos and images involving a few churches in Karnataka's (Mangaluru) Mangalore region have been viral on WhatsApp and social media following the Bharatiya Janata Party'
REAL,"CHANDIGARH: Punjab chief minister Amarinder Singh on Sunday said his government would take the BJP and its allies, including the Akalis, to court over the new “unconstitutional, undemocratic and anti-"
REAL,NEW DELHI: Rishabh Pant is about to turn 23 but it seems like he has been forever carrying the tag of MS Dhoni's successor behind the stumps. Dhoni is officially done with his international cricket. Y
FAKE,"A video showing the US Army band playing India's National Anthem is viral on social media with false captions suggesting that the band was commemorating India's 74th Independence Day on August 15, 202"
REAL,A little Rashid magic on @rashidkhan_19's birthday 🎩✨#OrangeArmy #KeepRising #IPL2020 #Dream11IPL https://t.co/TM0P2CAfUQ — SunRisers Hyderabad (@SunRisers) 1600593628000  🚨 ATTENTION #OrangeArmy 🚨Our
REAL,"NEW DELHI: Hong Kong has again asked Air India not to operate flights there for two weeks starting Sunday (September 20). Like the first suspension last month , this time also the reason is significan"
REAL,"Don’t need Twitter to explain what @anuragkashyap72 means to many of us. As a woman, am here to share my journey… https://t.co/Fb7IRVaPLj — Guneet Monga (@guneetm) 1600604086000  Read Also  Filmmaker "
FAKE,Old and unrelated images from the Maratha agitation in Maharashtra are being shared as those from Uttar Pradesh's Ayodhya as cadres of the Vishwa Hindu Parishad (VHP) and Shiv Sena arrived in large nu
FAKE,"Claim  ""Indian soldiers cutting down fruit trees in Kashmir belonging to Kashmiri Muslim just to hurt them economically""  Fact  The same video was uploaded to YouTube in July 2018 and shows the fellin"
REAL,"NEW DELHI: India's total external debt increased by 2.8 per cent to $558.5 billion at the end of March mainly on account of a rise in commercial borrowings, according to a report released by the finan"
REAL,"Ahead of crucial FATF meet, Pakistan continues to treat 21 dreaded terrorists as VIPs  ISLAMABAD: In a big revelation exposing the double standards of Pakistan, the country, despite the Financial Acti"
FAKE,"A video with a caption claiming a 'Saudi Prince' expressed his opinion on the Kashmir issue doing the rounds on social media, is false as the speaker in the video is a Muslim cleric and not related to"
REAL,"Ahead of crucial FATF meet, Pakistan continues to treat 21 dreaded terrorists as VIPs  ISLAMABAD: In a big revelation exposing the double standards of Pakistan, the country, despite the Financial Acti"
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
REAL,"NEW DELHI: India's total external debt increased by 2.8 per cent to $558.5 billion at the end of March mainly on account of a rise in commercial borrowings, according to a report released by the finan"
FAKE,"Two Hindi film actors Swara Bhasker and Farhan Akhtar took the fake news brigade head on by calling out fake quotes attributed to them by right-wing propaganda and fake news sites, respectively.  Farh"
FAKE,"A two year old video showing contractual teachers in Uttar Pradesh threatening to embrace Islam if there demands were not met, is being shared online with a false claim that the protesters were demand"
FAKE,An old photograph of a man impersonating a burkha-clad woman to kidnap children has resurfaced with claims that he is one of the protesters of Jamia Millia Islamia University (JMIU). In the viral phot
REAL,Highest IPL score in Dubai  Milestones to watch out for:  Preview  Leaving things to chance is not what #CaptainPunjab does... he creates chances! 💪🏻#SaddaPunjab #Dream11IPL… https://t.co/2hJH7DXcWb —
REAL,"Kareena Kapoor Khan, who is all set to ring in her 40birthday tomorrow on September 21, took to her Instagram handle to share a monochrome selfie, smiling as she looks back to the milestones she achie"
FAKE,A handful of fake accounts impersonating the Bharatiya Janata Party's (BJP) presidential candidate Ram Nath Kovind have sprouted on Twitter in the last few days even as Kovind's office confirmed to BO
FAKE,An image purported to show the bodies of Indian soldiers who were killed while fighting the Chinese troops in the Galwan Valley in Ladakh on June 15 is old and unrelated. BOOM was able to trace the im
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
REAL,"ROME: Novak Djokovic knows it isn't model behavior when he loses his cool on the tennis court.Yet he just can't help himself.Exactly two weeks after he was defaulted from the US Open , and a day after"
FAKE,"Claim  Congress Spokesperson Priyanka Chaturvedi said, ""If Pakistan did not exist, then we would not require such a large number of soldiers and people would not get jobs in the defense sector. Nehru "
FAKE,Images of Islamic structures from different places around the world are viral on social media with false captions calling them photos of the demolished Babri masjid (mosque).  BOOM tracked these image
REAL,Read Also  The latest episode of Roadies Revolution continues from the previous Hadippa task. The tasks are divided Into 4 parts in which contestants from each team will have to win every task which i
REAL,19:17 (IST) Sep 20  The second round of countrywide serosurvey led by ICMR has been successfully completed. The final phase analysis of the survey is now underway and will offer a comparison with the 
FAKE,"A photograph purporting to show Prime Minister Narendra Modi and Bharatiya Janata Party (BJP) Amit Shah sitting in front of a massive crowd, is photoshopped.  BOOM received the image on it's helpline "
FAKE,A distressing video from Bengaluru showing a woman beat and inflicts burns on her two-year-old grandchild is viral claiming the incident is from Mumbai.  The incident from August which led to the arre
FAKE,"A disturbing picture from Bangladesh showing a man eating leftover food from an open gutter is viral on social media as Uttar Pradesh.  The image, where a man can be seen eating from a pile of waste f"
